name,co2,wfp
wine homemade bootleg,0.66,524.0
cream skip version,5.45,3838.0
sole g oz lb,5.19,2313.5
bread round,0.86,667.0
peppers strips strips,0.65,379.0
wine approx,0.66,524.0
jar plum jam,0.32,2180.0
custard vanilla pudding pastry cream,5.45,3838.0
tomato flavor template plain template inches diameter,0.45,41.0
ghirardelli chocolate sauce,3.16,20717.0
Dutch cocoa powder cocoa Dutch process,3.16,15618.0
apple piths,0.25,622.0
raisins sultanas,0.81,2636.5
oil grapeseed oil,1.79,4301.0
wine preference Chardonnay,0.66,524.0
tomato juice,2.86,267.0
onion coarse chop,0.22,290.0
ginger use,0.84,1657.0
bittersweet chocolate chips milk chocolate dark,3.16,20717.0
mild pepper cubanelle,0.65,379.0
butter plain croissants,8.48,5659.0
omit garlic salt,0.25,589.0
package Rice Roni risotto,2.19,1597.0
asparagus spears inch slices,0.83,2150.0
onion Medium Dice,0.22,290.0
raisins water hours,0.81,2636.5
vinegar sauce cup rice wine vinegar sauce,0.66,524.0
medium plum tomatoes inch slices,0.32,2180.0
tomatoes tops insides,0.45,41.0
anise seeds anise,0.84,8280.0
cranberries raisins dates,0.81,2636.5
apples Gala Empire,0.25,622.0
crawfish,2.2,2313.5
medium port wine,0.66,524.0
soy sauce bit,1.46,613.0
chicken stock mixture see UPDATE notes optional,0.81,2636.5
oat bran bulk,0.67,1788.0
oatmeal INSTANT,0.67,1788.0
kiwi fruit pieces,0.49,514.0
package butter milk chocolate chips,3.16,20717.0
cream cheese packages fat non fat,8.93,5253.0
mayonnaise JFG brand,1.46,572.0
butter cut cubes cm,8.48,5659.0
mostaccioli pasta,1.21,1508.0
butter scampi,8.48,5659.0
bread cups bread cut cubes,0.86,667.0
basil part variety basil Pesto Basil Red Opal Basil C,2.72,2174.0
cavatappi pasta stout pasta variety,1.21,1508.0
English seedless cucumbers medium,0.27,353.0
drippings roast tablespoons butter,8.48,5659.0
template texturre cups cream texture,5.45,3838.0
spaghetti squash,0.33,336.0
guava paste fruit layer,0.32,1800.0
sun tomatoes oil cup template,0.45,41.0
plum tomatoes basil,0.32,2180.0
cranberry kind,0.64,276.0
medium onions insides,0.22,290.0
slices wheat bread hoagie rolls,0.86,667.0
fruit apple banana mango peaches grapes,0.25,622.0
Rotel Tomatoes version place mayonanise,0.84,8280.0
package basil cheese goat cheese,8.93,5253.0
rum orange juice,0.46,1019.0
celery seed recipe celery stalks,0.33,362.0
bread cornmeal bread,0.86,667.0
dressing mayonnaise,1.46,572.0
wheat tortillas burrito size tortillas,0.57,1639.0
panko breadcrumbs substitue,0.86,667.0
coconut milk fat fat drop coconut th,0.54,2030.0
banana squash,0.34,748.0
pinch pepper use chili flakes,0.65,379.0
pineapple salsa,0.25,622.0
beer ounces,0.69,155.0
lentil soup Progresso Brand,0.52,5874.0
bell leftover beer boil,0.69,155.0
baby carrots carrots inch thick,0.81,750.5
package Simply Potatoes Mashed Sweet Potatoes,0.81,575.0
rye bread side cut dozen cut outs,0.86,667.0
crunchy peanut butter JIF Skippy brand sugar sugar,8.48,5659.0
submarine sandwich bread,0.86,667.0
dashes peach liqueur,0.45,1979.0
eggplants thin ones,0.19,362.0
stuffed pasta,1.21,1508.0
orgeat almond syrup,1.88,11264.0
medium onion c choppd,0.22,290.0
gluten rice mix note,2.19,1597.0
apple cyder vinegar,0.25,622.0
slices grain bread oat bran,0.86,667.0
semisweet chocolate room temperature,3.16,20717.0
dash oregano pepper,0.65,379.0
Chinese pea pods,0.45,1979.0
pepper water jar,0.65,379.0
celery cut slices stalks,0.33,362.0
eggplants cut rounds medium template cut rounds,0.19,362.0
tomatoes tablespoon template,0.45,41.0
ribbons potato peeler,0.24,555.0
style breadstick optional,0.86,667.0
style tomatoes,0.45,41.0
water use water carbs cake sugar cup orange juice use water carbs cake sugar,0.46,1019.0
cucumbers Zaar notetemplate,0.27,353.0
root beer ounces,0.69,155.0
table,0.81,339.0
prune butter,8.48,5659.0
orange un,0.3,654.0
lox salmon,3.37,2193.0
chocolate graham cracker crumbs cup template,3.16,20717.0
rice vinegar please rice vinegar substitutions difference IMO,2.19,1597.0
chocolate Abuelita chocolate works,3.16,20717.0
crisp rice cereal e g Rice Krispies,2.19,1597.0
quart lime sherbet amt,0.34,642.0
rice grain water overnight,2.19,1597.0
yogurt yoghurt cream,5.45,3838.0
pasta acini,1.21,1508.0
quarts ripe tomatoes,0.45,41.0
chunks zucchini summer squash,0.81,750.5
havarti cheese cups,8.93,5253.0
almonds Almond Accents flavor,1.88,11264.0
bell peppers matter orange colours,0.3,654.0
beans salt beans,2.26,801.0
salad green baby spinach arugula carrot mix,0.81,834.0
granny smith apple aapple cubed,0.25,622.0
hazelnut coffee creamer tablespoons milk,5.45,3838.0
salt pepper paprika,0.65,379.0
fillets cod,3.08,2782.0
potato chunks,0.24,555.0
lime juice junk bottle,0.34,642.0
pieces ginger cm,0.84,1657.0
kiwi cubed,0.49,514.0
beans segments,2.26,801.0
pepper reserve tablespoon liquid jar jalapenos,0.65,379.0
margarine trans brand,1.39,1324.0
almonds optional,1.88,11264.0
slices bacon slices,5.99,6116.0
tart cherry ounces,0.46,1506.5
juice tablespoon apple juice,2.86,1140.0
baco wine,0.66,524.0
package smokies sausages,5.99,6177.0
parmigiano reggiano use stuff template use stuff green,9.59,5253.0
cucumbers cup template,0.27,353.0
chocolate frosting flavor,3.16,20717.0
jar seedless raspberry preserves,0.64,413.0
mix Mozzarella Cheddar,8.2,5253.0
lemon mayonnaise,1.46,572.0
granny smith apple cut chunks ripe,0.25,622.0
chorizo sausages chunks,5.99,6177.0
butter teaspoon template foaming,8.48,5659.0
cinnamon candies,0.84,15526.0
wheat cereal bran cereal,0.57,1639.0
juicy lemon,0.34,642.0
banana x inches,0.34,748.0
peppers water,0.65,379.0
pasta cut pasta rotini rigatoni,1.21,1508.0
lemon part,0.34,642.0
ripe figs inch slices,0.32,3350.0
onion ones cans,0.22,290.0
tomato sauce Classico Sweet Basil Tomato,0.45,41.0
slices cinnamon raisin,0.84,15526.0
parisienne potato potato balls,0.24,555.0
mustard seeds seeds mustard,0.88,2809.0
slices bread brioche,0.86,667.0
kiwi slices fruit,0.49,514.0
cherry juice fluid ounces syrup,0.46,1506.5
sun tomatoes tablespoon,0.45,41.0
chili beans Joan Arc brand,2.26,801.0
carton raspberry yogurt,0.64,413.0
rice wine liquire,0.66,524.0
multigrain Cheerios oat cereal,0.67,1788.0
bell pepper poblano,0.65,379.0
cr chicken cheese soup,8.93,5253.0
cranberry juice juice cocktail,2.86,1019.0
butter cut bits sticks,8.48,5659.0
beans garbanzo beans,2.26,801.0
chocolate chips cups chocolate chips,3.16,20717.0
tables olives,0.64,3015.0
bananas peels fork,0.34,748.0
oscar mayer bacon bacon bits bacon,5.99,6116.0
medium onion tablespoon,0.22,290.0
baby carrots matchsticks,0.81,750.5
sausage Aidell brand chicken apple sausage,0.25,622.0
plum tomatoes lengthwise julienne strips,0.32,2180.0
drippings vegetables,0.81,339.0
envelope strawberry gelatin,0.61,413.0
egg whites room temperature eggs,3.2,2562.0
cream rice cream sub,5.45,3838.0
meyer lemon,0.34,642.0
style beans liquid pot Green Giant,2.26,801.0
butter subsitutes pieces,8.48,5659.0
miniature semisweet chips chocolate,3.16,20717.0
use scotch bonnet peppers,0.65,379.0
apple cider vinegar plain vinegar,0.25,622.0
cream cream cup yogurt,5.45,3838.0
apricots cup plum,0.3,1287.0
jar cocktail onions,0.22,290.0
oil anchovies chili peppers recipes,0.65,379.0
brown rice cup template,2.19,1597.0
pepper oh bit,0.65,379.0
fillets fillets grouper orange roughy,0.3,654.0
gluten King wheat flour,0.87,1849.0
slices bread chewy,0.86,667.0
tuna water quality tuna,3.68,2313.5
carrot cut ovals,0.24,195.0
raisins cup apricot,0.3,1287.0
strawberry Jell gelatin dessert powder,0.61,413.0
beer light dark,0.69,155.0
jar sun tomatoes oil chopped tomatoes,0.45,41.0
candy almonds,1.88,11264.0
almond flavoring extract,1.88,11264.0
chocolate Hershey,3.16,20717.0
tomato soup Progresso Hearty Tomato Soup,0.45,41.0
Agave sugar kefir tablespoons rice syrup sugar kefir,2.19,1597.0
Rotel Tomatoes size spicy,0.45,41.0
squash ends crosswise thick slices,0.33,336.0
mango stone,0.31,1855.0
apple Cubed,0.25,622.0
mccormick vanilla butternut,8.48,5659.0
Pepperidge Farm Herb Stuffing cup breadcrumbs,0.86,667.0
fillets catfish tilapia cut x inch strips,5.19,2313.5
jar peach orange marmalade,0.3,654.0
juice lemon milk butter milk,8.48,5659.0
milk espresso size cup,0.55,960.0
Splenda cranberry juice,2.86,1019.0
slices bacon slices bits,5.99,6116.0
onion brown cut wedges,0.22,290.0
butter top slices,8.48,5659.0
mozzarella cheese Sliced inch Thick,8.93,5253.0
chocolate flavoring teaspoon chocolate flavoring,3.16,20717.0
slices bread slices wheat bread rounds,0.86,667.0
Mexican style cheese blend,8.93,5253.0
quality bittersweet chocolate chips,3.16,20717.0
tomatoes juice flavor flavor,0.45,41.0
salmon steak,3.37,2193.0
pickling salt,5.19,2313.5
chocolate milk milk cocoa powder,3.16,15618.0
Velveeta cheese brand,8.93,5253.0
mango works,0.31,1855.0
soy sauce sambai,1.46,613.0
ripe mangoes number mangos size,0.31,1855.0
orange juice tablespoon orange liqueur,0.46,1019.0
oil use tablespoons butter oil,8.48,5659.0
breadcrumbs sandwich bread,0.86,667.0
suran yams cubes,0.27,343.0
cream milk cup cream,5.45,3838.0
fruit strawberries blueberries raspberries peaches,1.18,748.0
juice half lemon squirt teaspoon template half lemon squirt,0.34,642.0
pear cubed inch,0.45,1979.0
apples sweeter apple macIntosh,0.25,622.0
tomato sauce Ezy Sauce,0.45,41.0
orange juice room temp,0.46,1019.0
coriander seeds cilantro seeds,0.84,8280.0
DOLE reg Banana ripe medium,0.34,748.0
beans variety,2.26,801.0
walnut oil duck tablespoons duck duck,2.06,11264.0
carrot dice c,0.24,195.0
packages bars milk chocolate,3.16,20717.0
bottles ounce bottles beer,0.69,155.0
peaches pear,0.45,1979.0
pinot wine cup spicy dry wine,0.66,524.0
hash brown potatoes style,0.81,575.0
bread lb Challah Portuguese Sweet Bread work,0.86,667.0
ginger optional,0.84,1657.0
goya pepper cumin,0.65,379.0
jar peppers cup,0.65,379.0
bob wheat flour,0.87,1849.0
eggs jumbo,3.2,2562.0
bunch onion cups,0.22,290.0
cream chocolate sandwich cookies quarters,3.16,20717.0
pepper flakes bit,0.65,379.0
yolks jumbo eggs,3.2,2562.0
bananas cup apple,0.25,622.0
tater tots onion,0.22,290.0
wine Dry Vermouth,0.66,524.0
stalk celery cut chunks,0.33,362.0
vanilla chips cup butterscotch chips,8.48,5659.0
fresh pepper sauce,0.65,379.0
brick beans,2.26,801.0
vinegar teaspoons wine vinegar,0.66,524.0
slices Turkey Bacon,5.99,6116.0
peaches blanch water ripeness skins,0.45,1979.0
Oatmeal Brown RiceFlour,0.67,1788.0
scotch bonnet pepper heat,0.65,379.0
star pasta Hispanic food section grocery store,1.21,1508.0
split peas lb,0.81,850.0
butter oil vegan,8.48,5659.0
tomatoes sixths wedges,0.45,41.0
sauteing tablespoon coconut oil sauteing,2.11,4490.0
Use almond blend almond flour,1.88,11264.0
pears firm Anjou Bosc,0.45,1979.0
medium head cauliflower,0.31,285.0
zucchini thick angle,0.81,750.5
cinnamon option,0.84,15526.0
ginger cut cubes,0.84,1657.0
orange rounds oranges,0.3,654.0
medium eggplants,0.19,362.0
zucchini crookneck,0.81,750.5
ground,6.71,19956.0
fettuccine type pasta,1.21,1508.0
nuts walnuts floats boat,0.67,1788.0
artichoke hearts brand,0.33,818.0
bow tie pasta directions water,1.21,1508.0
peas cut inch pieces,0.81,850.0
pasta Rotini Penne,1.21,1508.0
box pasta size shape,1.21,1508.0
template cinnamon sugar,0.84,15526.0
cucumbers chopped,0.27,353.0
orange peel teaspoon orange extract,0.3,654.0
soy sauce mistake sodium kind,1.46,613.0
bacon pork turkey,5.99,6116.0
chopped cauliflower,0.31,285.0
onion rough parts,0.22,290.0
kirsch brandy cherry juice orange juice,0.46,1019.0
head leaf lettuce ribbons cups,0.41,237.0
fancy pasta,1.21,1508.0
celery ribs fine throw celery leafs chopped salad,0.33,362.0
cloves skins,0.84,61205.0
pepper heat half pepper,0.65,379.0
medium sweet potato ounces,0.24,555.0
gala apples wedges,0.25,622.0
onions bias lengths,0.22,290.0
potatoes recipe,0.81,575.0
cranberry sauce whole,0.64,276.0
oil use grapeseed oil,1.79,4301.0
avocado medium,0.54,1805.0
chili peppers tablespoon pepperoncini pepper thin pepper flakes resort,0.65,379.0
strawberry vodka gin,0.61,413.0
mayonnaise mayo mustard,1.46,572.0
kiwi fruits medium,0.49,514.0
chocolate chips ounce bag miniature bits,3.16,20717.0
snap peas half widthwise,0.81,850.0
olives California,0.64,3015.0
onion moons,0.22,290.0
frozen lemonade,0.34,642.0
inch ginger cut circles,0.84,1657.0
gingerroot oil,0.84,1657.0
dozen nicoise olives,0.64,3015.0
butter aka ghee,8.48,5659.0
sugar peppermint candies mini candy canes,0.65,379.0
pears slices,0.45,1979.0
cream yogurt,5.45,3838.0
lettuce choice,0.41,237.0
monterey jack cheese use pepper jack,8.93,5253.0
bread loaf cut inch slices,0.86,667.0
florida avocado hand Haas,0.54,1805.0
cauliflower buds,0.31,285.0
almond oz,1.88,11264.0
chili peppers stems,0.65,379.0
walnuts notes,2.06,11264.0
cheddar cheese cheddar Monterey Jack,8.93,5253.0
orange rind strip note,0.3,654.0
chocolate almond milk,0.54,2030.0
cilantro lime juice,0.34,642.0
mangoes Slice,0.31,1855.0
store basil pesto,2.72,2174.0
milk cream cups,5.45,3838.0
spinach chopped cups,0.81,834.0
mini chocolate chips ounce bag milk chocolate,3.16,20717.0
miniature party rye square pumpernickel cocktail bread,0.86,667.0
quart ice cream chocolate strawberry vanilla ice choice,3.16,20717.0
onion powder onion parsley,0.22,290.0
slices bacon slices template,5.99,6116.0
milk ricotta ounces,5.45,2470.5
banana peppers chillies recipe grams,0.34,748.0
cloves care taste,0.84,61205.0
plantains crosswise,0.32,1602.0
monterey jack cheese ounces,8.93,5253.0
currants tablespoons,0.64,499.0
mayonnaise Nayonaise Veganaise mayonnaise substitute,1.46,572.0
package style firm tofu,2.27,1724.0
cheese cups ounces cups,8.93,5253.0
miniature tomato,0.45,41.0
banana flower lengthwise,0.34,748.0
pepper flakes liking,0.65,379.0
none sugar stuff apples water,0.25,622.0
quality dark chocolate cocoa solids g,3.16,20717.0
tomatoes pieces half liquid,0.45,41.0
chocolate cake mix batter directions,3.16,20717.0
onions onions scallions gibbons,0.22,290.0
bacon drippings teaspoons oil,5.99,6116.0
bacon Slices,5.99,6116.0
piece gingerroot peeler slices,0.84,1657.0
slices thick bacon cut pieces,5.99,6116.0
gin,0.84,1657.0
cheddar cheese ounce,8.93,5253.0
soy sauce sweet,1.46,613.0
almond vanilla,1.88,11264.0
celery cut slantwise,0.33,362.0
onions left,0.22,290.0
lime juice wedges garnish,0.34,642.0
chocolate candy pieces,3.16,20717.0
cheese mature variety fat,8.93,5253.0
butter cup template product,8.48,5659.0
mango matchsticks,0.31,1855.0
slices bread slices bread cubed,0.86,667.0
seeds vanilla bean,0.43,5053.0
squares hash browns cheddar cheese Ore Ida Cheddar Browns,8.93,5253.0
buttermilk cup tablespoon soymilk tablespoon vinegar sit minutes,8.48,5659.0
avocados firm ones get musshie,0.54,1805.0
butter sustitutions,8.48,5659.0
potatoes directions cups template package directions,0.81,575.0
slices onions slices onion,0.22,290.0
onion paste paste onions,0.22,290.0
slices day bread bread,0.86,667.0
strawberries raspberries,1.18,748.0
tomato paste lasagna,1.3,855.0
cheese extra,8.93,5253.0
seedless cucumbers inch sticks,0.27,353.0
butter bird,8.48,5659.0
heirloom tomatoes combination heirlooms orange,0.3,654.0
berries type combination blueberry combination Fresh,0.78,845.0
half half cream heavy whipping,5.45,3838.0
spinach fettuccine use,0.81,834.0
garbanzo beans Chick Peas,2.26,801.0
cream cheese pkg,8.93,5253.0
squash cut half rounds,0.33,336.0
mango Cut Small Cubes,0.31,1855.0
lemonade concentrate add water,0.34,642.0
powder Garlic Magic,0.25,589.0
bottle beer Michelob AmberBock,0.69,155.0
amontillado wine cups,0.66,524.0
bananas cut pieces,0.34,748.0
russet potatoes tender,0.81,575.0
ripe baby bananas NOTE poster bananas inches,0.34,748.0
russet potato brunoise,0.24,555.0
sodium soy sauce tablespoon teriyaki,1.46,613.0
cucumber cut lengths inch piece English cucumber,0.27,353.0
marjoram basil tarragon salt ground pepper,0.65,379.0
orange Curacao optional,0.3,654.0
chestnut,1.11,2750.0
apple GRANNY SMITH GREEN ONE,0.25,622.0
jar peppers cut kitchen shears,0.65,379.0
plum sauce sweet sauce,0.32,2180.0
seeds cayenne peppers garden,0.65,379.0
pearl sugar,0.45,1979.0
romano Freshly romano type cheese,8.93,5253.0
cheese brings flavor,8.93,5253.0
bean soup,0.43,5053.0
fettuccine wheat,0.57,1639.0
mandarin orange liquid,0.45,748.0
kidney beans ml,2.26,801.0
cheese Gouda cheddar cheese,8.93,5253.0
tillamook vintage cheddar cheese Tillamook Boars Head,8.93,5253.0
cream cheese packs,8.93,5253.0
pearl onions cippollini,0.22,290.0
Tabasco sauce pepper flakes,0.65,379.0
roma tomatoes intro,0.45,41.0
package firm tofu crosswise slices,2.27,1724.0
spinach bag dry,0.81,834.0
sugar x g tin plum tomato,0.32,2180.0
asiago stuff shaker,9.59,5253.0
herb mix lemongrass basil parsley cilantro,0.34,642.0
butter Pam cooking spray,8.48,5659.0
citrus peel orange lemon,0.34,457.0
mascarpone gr,5.45,5253.0
package cheddar cheese quality block cheddar Cabot Cracker Barrel,8.93,5253.0
medium head cauliflower bloemkool,0.31,285.0
loaf sourdough bread cut slices,0.86,667.0
vanilla teaspoon lemon,0.34,642.0
oat bran cereal,0.67,1788.0
mayonnaise Vegitarian,1.46,572.0
oil dumplings,5.19,2313.5
beans tips half,2.26,801.0
box jello chocolate pudding mix,3.16,20717.0
use tsp cinnamon tsp ginger tsp nutmeg,0.84,15526.0
medium onions onion,0.22,290.0
onion cebolla blanca finamente picada,0.22,290.0
fat cheese herbs,8.93,5253.0
pieces pieces Texas toast thick bread,0.86,667.0
tomato paste tomato powder water,1.3,855.0
potato skins,0.24,555.0
Velveeta cheese light dont use Aldi brand Velvetta,8.93,5253.0
lettuce head template,0.41,237.0
chilies peppercorns,0.65,379.0
roma tomato,0.45,41.0
buttermilk recipe fat buttermilk,8.48,5659.0
stalks celery cups,0.33,362.0
banana thick slices,0.34,748.0
salt steak pasta water,1.21,1508.0
california vegetables carrots cauliflower,0.81,750.5
breadcrumbs ground,0.86,667.0
cucumber thick matchsticks,0.27,353.0
dairy margarine,1.39,1324.0
tomato tomato,0.45,41.0
beer kind wheat beer bock,0.69,155.0
ground tomatoe,0.45,41.0
pita breads diameter,0.86,667.0
lime zest meat,0.34,642.0
bacon gluten,5.99,6116.0
virgin oil hazelnut oil,1.11,11264.0
mediumyellow bell pepper,0.65,379.0
pre grain rice,2.19,1597.0
sheets foil inches length salmon,3.37,2193.0
package Nestle milk chocolate peanut butter morsels,3.16,20717.0
malt Scotch whisky Glenfiddich,0.57,1950.0
flour tortillas wheat,0.57,1639.0
vanilla essence teaspoon butterscotch extract essence,8.48,5659.0
squeeze lime juice lime,0.34,642.0
cod fillets thick,3.08,2782.0
Red Delicious apples template,0.25,622.0
Cadbury Flake chocolate bar,3.16,20717.0
chives onion onions,0.22,290.0
